City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
Busto Garolfo,69,Moderate,1,Good,36,Good,4,Good,69,Moderate
Calabasas,78,Moderate,3,Good,18,Good,24,Good,78,Moderate
Cape Town,149,Unhealthy for Sensitive Groups,2,Good,15,Good,4,Good,149,Unhealthy for Sensitive Groups
Caransebes,71,Moderate,1,Good,30,Good,2,Good,71,Moderate
Castellana Grotte,58,Moderate,1,Good,44,Good,2,Good,58,Moderate
Castro Alves,23,Good,0,Good,13,Good,1,Good,23,Good
Cay,32,Good,1,Good,25,Good,2,Good,32,Good
Cermik,70,Moderate,1,Good,41,Good,0,Good,70,Moderate
Chambery,52,Moderate,1,Good,21,Good,3,Good,52,Moderate
Chandauli,245,Very Unhealthy,1,Good,67,Moderate,1,Good,245,Very Unhealthy
Berovo,49,Good,1,Good,42,Good,0,Good,49,Good
Betanzos,30,Good,0,Good,28,Good,1,Good,30,Good
Bibiani,78,Moderate,2,Good,9,Good,1,Good,78,Moderate
Biltine,74,Moderate,1,Good,25,Good,0,Good,74,Moderate
Chatsu,185,Unhealthy,1,Good,41,Good,0,Good,185,Unhealthy
Chepo,74,Moderate,2,Good,16,Good,8,Good,74,Moderate
Chuhuyiv,56,Moderate,1,Good,30,Good,2,Good,56,Moderate
Ciudad Guayana,81,Moderate,1,Good,14,Good,0,Good,81,Moderate
Ciudad Ojeda,77,Moderate,2,Good,12,Good,6,Good,77,Moderate
Blankenberge,33,Good,0,Good,33,Good,1,Good,32,Good
Boituva,86,Moderate,2,Good,11,Good,4,Good,86,Moderate
Bose,55,Moderate,2,Good,41,Good,0,Good,55,Moderate
Bovenden,34,Good,0,Good,27,Good,2,Good,34,Good
Bretigny Sur Orge,35,Good,1,Good,27,Good,3,Good,35,Good
Colan,34,Good,0,Good,23,Good,0,Good,34,Good
Colima,38,Good,1,Good,8,Good,3,Good,38,Good
Corcoran,71,Moderate,3,Good,15,Good,12,Good,71,Moderate
Cumbernauld,27,Good,1,Good,22,Good,6,Good,27,Good
Kartuzy,45,Good,1,Good,37,Good,1,Good,45,Good
Kasama,56,Moderate,1,Good,56,Moderate,1,Good,50,Good
Katunayaka,72,Moderate,0,Good,24,Good,0,Good,72,Moderate
Gonda,113,Unhealthy for Sensitive Groups,3,Good,90,Moderate,1,Good,113,Unhealthy for Sensitive Groups
Goroka,14,Good,0,Good,6,Good,0,Good,14,Good
Grobenzell,66,Moderate,1,Good,38,Good,3,Good,66,Moderate
Guadalupe Victoria,50,Good,1,Good,32,Good,0,Good,50,Good
Guna,187,Unhealthy,1,Good,45,Good,0,Good,187,Unhealthy
Haebaru,32,Good,0,Good,32,Good,1,Good,29,Good
Half Moon Bay,52,Moderate,1,Good,33,Good,5,Good,52,Moderate
Haltom City,54,Moderate,1,Good,27,Good,5,Good,54,Moderate
Hannibal,49,Good,2,Good,31,Good,5,Good,49,Good
Hendaye,53,Moderate,2,Good,25,Good,3,Good,53,Moderate
Heusenstamm,61,Moderate,1,Good,34,Good,5,Good,61,Moderate
Hlohovec,76,Moderate,1,Good,41,Good,1,Good,76,Moderate
Hochst,62,Moderate,1,Good,42,Good,2,Good,62,Moderate
Hohenems,52,Moderate,1,Good,31,Good,2,Good,52,Moderate
Holt,72,Moderate,2,Good,21,Good,10,Good,72,Moderate
Honggang,54,Moderate,2,Good,49,Good,0,Good,54,Moderate
Hsichih,50,Good,1,Good,31,Good,3,Good,50,Good
Huntingdon,37,Good,1,Good,37,Good,3,Good,17,Good
Iasi,44,Good,1,Good,42,Good,0,Good,44,Good
Iguatu,31,Good,0,Good,10,Good,2,Good,31,Good
Owase,32,Good,1,Good,32,Good,0,Good,15,Good
Oyonnax,62,Moderate,1,Good,30,Good,1,Good,62,Moderate
Pacol,34,Good,1,Good,18,Good,0,Good,34,Good
Palatka,62,Moderate,1,Good,14,Good,12,Good,62,Moderate
Parvatsar,223,Very Unhealthy,1,Good,36,Good,0,Good,223,Very Unhealthy
Pate,109,Unhealthy for Sensitive Groups,1,Good,99,Moderate,3,Good,109,Unhealthy for Sensitive Groups
Perumpavur,79,Moderate,1,Good,24,Good,1,Good,79,Moderate
Philippsburg,72,Moderate,1,Good,36,Good,2,Good,72,Moderate
Paracho,57,Moderate,1,Good,11,Good,4,Good,57,Moderate
Pardi,110,Unhealthy for Sensitive Groups,1,Good,24,Good,0,Good,110,Unhealthy for Sensitive Groups
Pariquera Acu,36,Good,1,Good,4,Good,2,Good,36,Good
San Borja,27,Good,1,Good,5,Good,0,Good,27,Good
San Luis Obispo,54,Moderate,1,Good,23,Good,5,Good,54,Moderate
San Marcelino,47,Good,1,Good,28,Good,0,Good,47,Good
Sanchung,61,Moderate,1,Good,36,Good,3,Good,61,Moderate
Sangerhausen,59,Moderate,1,Good,33,Good,3,Good,59,Moderate
Santo Stino Di Livenza,77,Moderate,1,Good,33,Good,3,Good,77,Moderate
Sao Gotardo,35,Good,1,Good,6,Good,1,Good,35,Good
Framingham,45,Good,1,Good,30,Good,7,Good,45,Good
Frederico Westphalen,43,Good,1,Good,3,Good,4,Good,43,Good
Fredericton,35,Good,1,Good,35,Good,1,Good,27,Good
Fulda,62,Moderate,1,Good,38,Good,4,Good,62,Moderate
Fundacion,62,Moderate,2,Good,6,Good,3,Good,62,Moderate
Galway,52,Moderate,1,Good,30,Good,1,Good,52,Moderate
Gangakher,133,Unhealthy for Sensitive Groups,1,Good,35,Good,0,Good,133,Unhealthy for Sensitive Groups
Garmsar,140,Unhealthy for Sensitive Groups,2,Good,140,Unhealthy for Sensitive Groups,1,Good,85,Moderate
Garoua Boulai,31,Good,1,Good,16,Good,0,Good,31,Good
Gat,169,Unhealthy,1,Good,24,Good,0,Good,169,Unhealthy
Gazli,173,Unhealthy,1,Good,46,Good,0,Good,173,Unhealthy
Gent,63,Moderate,1,Good,34,Good,5,Good,63,Moderate
Ghoti,119,Unhealthy for Sensitive Groups,1,Good,31,Good,1,Good,119,Unhealthy for Sensitive Groups
Khujand,126,Unhealthy for Sensitive Groups,1,Good,76,Moderate,0,Good,126,Unhealthy for Sensitive Groups
Kirzhach,60,Moderate,1,Good,22,Good,8,Good,60,Moderate
Kisaran,71,Moderate,2,Good,36,Good,0,Good,71,Moderate
Kloten,54,Moderate,1,Good,35,Good,1,Good,54,Moderate
Kohlu,150,Unhealthy,1,Good,46,Good,0,Good,150,Unhealthy
Korkino,34,Good,1,Good,34,Good,0,Good,19,Good
Solnechnyy,30,Good,0,Good,30,Good,0,Good,7,Good
South Orange,66,Moderate,2,Good,22,Good,16,Good,66,Moderate
Stevens Point,41,Good,1,Good,25,Good,3,Good,41,Good
Stropkov,74,Moderate,1,Good,42,Good,0,Good,74,Moderate
Pujili,49,Good,1,Good,1,Good,2,Good,49,Good
Puliyur,76,Moderate,1,Good,34,Good,1,Good,76,Moderate
Ramkola,172,Unhealthy,4,Good,134,Unhealthy for Sensitive Groups,1,Good,172,Unhealthy
Rheinberg,27,Good,0,Good,27,Good,2,Good,25,Good
Riese,77,Moderate,2,Good,20,Good,9,Good,77,Moderate
Ringas,229,Very Unhealthy,1,Good,39,Good,0,Good,229,Very Unhealthy
Rio Cauto,63,Moderate,1,Good,21,Good,3,Good,63,Moderate
Riviere Du Loup,67,Moderate,1,Good,26,Good,1,Good,67,Moderate
Roseburg,29,Good,1,Good,25,Good,3,Good,29,Good
Rucphen,32,Good,0,Good,32,Good,2,Good,28,Good
San Agustin Acasaguastlan,61,Moderate,2,Good,14,Good,4,Good,61,Moderate
San Felice Sul Panaro,61,Moderate,2,Good,26,Good,9,Good,61,Moderate
San Mariano,42,Good,1,Good,34,Good,0,Good,42,Good
Sankt Polten,56,Moderate,1,Good,32,Good,2,Good,56,Moderate
Sao Luiz Gonzaga,21,Good,0,Good,21,Good,0,Good,14,Good
Awash,78,Moderate,1,Good,28,Good,0,Good,78,Moderate
Badarpur,81,Moderate,2,Good,37,Good,1,Good,81,Moderate
Bahir Dar,63,Moderate,1,Good,23,Good,0,Good,63,Moderate
Ballia,377,Hazardous,2,Good,90,Moderate,1,Good,300,Hazardous
Bawku,63,Moderate,1,Good,18,Good,0,Good,63,Moderate
Bedzin,50,Good,1,Good,27,Good,3,Good,50,Good
Belo Oriente,63,Moderate,2,Good,0,Good,5,Good,63,Moderate
Benalmadena,31,Good,1,Good,30,Good,5,Good,31,Good
Berekum,65,Moderate,1,Good,19,Good,0,Good,65,Moderate
Bhachau,170,Unhealthy,0,Good,31,Good,0,Good,170,Unhealthy
Bhola,165,Unhealthy,1,Good,44,Good,1,Good,165,Unhealthy
Birin,39,Good,1,Good,39,Good,3,Good,36,Good
Birjand,138,Unhealthy for Sensitive Groups,0,Good,43,Good,0,Good,138,Unhealthy for Sensitive Groups
Abong Mbang,56,Moderate,2,Good,19,Good,0,Good,56,Moderate
Aguas Vermelhas,19,Good,0,Good,7,Good,1,Good,19,Good
Ahmadabad,158,Unhealthy,1,Good,40,Good,0,Good,158,Unhealthy
Aiken,72,Moderate,1,Good,20,Good,4,Good,72,Moderate
Aimores,49,Good,1,Good,2,Good,3,Good,49,Good
Alangudi,71,Moderate,1,Good,45,Good,1,Good,71,Moderate
Alcaudete,30,Good,1,Good,30,Good,2,Good,25,Good
Alirajpur,154,Unhealthy,0,Good,35,Good,0,Good,154,Unhealthy
Ami,40,Good,1,Good,40,Good,2,Good,37,Good
Ammapettai,63,Moderate,1,Good,36,Good,0,Good,63,Moderate
Andradas,53,Moderate,1,Good,7,Good,4,Good,53,Moderate
Arambagh,170,Unhealthy,2,Good,82,Moderate,2,Good,170,Unhealthy
Araria,208,Very Unhealthy,2,Good,98,Moderate,1,Good,208,Very Unhealthy
Archena,31,Good,1,Good,31,Good,1,Good,29,Good
Arcos De La Frontera,31,Good,1,Good,31,Good,4,Good,30,Good
Arjona,107,Unhealthy for Sensitive Groups,2,Good,18,Good,7,Good,107,Unhealthy for Sensitive Groups
Solothurn,36,Good,1,Good,23,Good,2,Good,36,Good
Somers,51,Moderate,1,Good,31,Good,5,Good,51,Moderate
Stezzano,54,Moderate,1,Good,32,Good,4,Good,54,Moderate
Studenicani,62,Moderate,1,Good,41,Good,1,Good,62,Moderate
Pargolovo,31,Good,1,Good,31,Good,2,Good,23,Good
Partizanske,59,Moderate,1,Good,23,Good,4,Good,59,Moderate
Passaic,63,Moderate,1,Good,24,Good,12,Good,63,Moderate
Patrocinio,38,Good,1,Good,3,Good,3,Good,38,Good
Pembroke,45,Good,1,Good,35,Good,5,Good,45,Good
Pereslavl Zalesskiy,28,Good,1,Good,28,Good,0,Good,18,Good
Pervomaysk,38,Good,1,Good,33,Good,0,Good,38,Good
Petukhovo,35,Good,1,Good,35,Good,0,Good,35,Good
Pfarrkirchen,54,Moderate,1,Good,29,Good,3,Good,54,Moderate
Pine Hill,51,Moderate,1,Good,31,Good,6,Good,51,Moderate
Piqua,74,Moderate,1,Good,42,Good,4,Good,74,Moderate
Pirenopolis,55,Moderate,1,Good,5,Good,5,Good,55,Moderate
Port Charlotte,46,Good,1,Good,18,Good,10,Good,46,Good
Porto Feliz,85,Moderate,2,Good,9,Good,6,Good,85,Moderate
Sari,73,Moderate,1,Good,40,Good,2,Good,73,Moderate
Seabrook,30,Good,0,Good,24,Good,3,Good,30,Good
Sedona,30,Good,1,Good,25,Good,2,Good,30,Good
Serra Negra,94,Moderate,3,Good,3,Good,8,Good,94,Moderate
Sevran,30,Good,1,Good,28,Good,2,Good,30,Good
Silla,35,Good,1,Good,28,Good,2,Good,35,Good
Smithfield,47,Good,1,Good,33,Good,5,Good,47,Good
Soissons,31,Good,1,Good,25,Good,2,Good,31,Good
Osnabruck,30,Good,0,Good,30,Good,1,Good,25,Good
Oswiecim,92,Moderate,3,Good,21,Good,7,Good,92,Moderate
Padalarang,103,Unhealthy for Sensitive Groups,2,Good,81,Moderate,1,Good,103,Unhealthy for Sensitive Groups
Painesville,38,Good,1,Good,38,Good,4,Good,35,Good
Bayshore Gardens,54,Moderate,1,Good,24,Good,13,Good,54,Moderate
Sulmona,43,Good,1,Good,43,Good,1,Good,30,Good
Sumy,52,Moderate,1,Good,31,Good,1,Good,52,Moderate
Bischwiller,34,Good,1,Good,34,Good,1,Good,28,Good
Bloemfontein,76,Moderate,1,Good,15,Good,4,Good,76,Moderate
Bongor,57,Moderate,2,Good,14,Good,0,Good,57,Moderate
Bradford,38,Good,1,Good,38,Good,1,Good,37,Good
Brazzaville,115,Unhealthy for Sensitive Groups,5,Good,31,Good,2,Good,115,Unhealthy for Sensitive Groups
Bua Yai,51,Moderate,0,Good,25,Good,0,Good,51,Moderate
Buka,152,Unhealthy,1,Good,46,Good,0,Good,152,Unhealthy
Bulalacao,44,Good,1,Good,21,Good,0,Good,44,Good
Bwanga,39,Good,1,Good,16,Good,0,Good,39,Good
Caraz,39,Good,1,Good,0,Good,3,Good,39,Good
Caririacu,27,Good,0,Good,11,Good,1,Good,27,Good
Carmo Do Paranaiba,41,Good,1,Good,0,Good,3,Good,41,Good
Carupano,74,Moderate,1,Good,20,Good,1,Good,74,Moderate
Casandrino,46,Good,1,Good,46,Good,2,Good,18,Good
Cedar City,30,Good,1,Good,30,Good,1,Good,29,Good
Chandia,154,Unhealthy,1,Good,42,Good,0,Good,154,Unhealthy
Changchun,100,Unhealthy for Sensitive Groups,3,Good,65,Moderate,4,Good,100,Unhealthy for Sensitive Groups
Chatellerault,34,Good,1,Good,27,Good,2,Good,34,Good
Cherkasy,50,Good,1,Good,43,Good,0,Good,50,Good
Chichibu,36,Good,1,Good,36,Good,2,Good,36,Good
Choszczno,34,Good,0,Good,34,Good,1,Good,26,Good
Chunian,438,Hazardous,1,Good,56,Moderate,1,Good,383,Hazardous
Cicalengka,101,Unhealthy for Sensitive Groups,2,Good,63,Moderate,1,Good,101,Unhealthy for Sensitive Groups
Ciomas,137,Unhealthy for Sensitive Groups,3,Good,121,Unhealthy for Sensitive Groups,2,Good,137,Unhealthy for Sensitive Groups
Conceicao Do Rio Verde,52,Moderate,1,Good,7,Good,4,Good,52,Moderate
Conneaut,37,Good,1,Good,32,Good,6,Good,37,Good
Corning,40,Good,1,Good,40,Good,1,Good,32,Good
Corozal,97,Moderate,1,Good,24,Good,0,Good,97,Moderate
Crown Point,68,Moderate,2,Good,9,Good,25,Good,68,Moderate
Cypress,109,Unhealthy for Sensitive Groups,4,Good,10,Good,29,Good,109,Unhealthy for Sensitive Groups
Dagestanskiye Ogni,64,Moderate,1,Good,35,Good,0,Good,64,Moderate
Abingdon,32,Good,1,Good,30,Good,1,Good,32,Good
Acquaviva Delle Fonti,59,Moderate,1,Good,59,Moderate,0,Good,50,Good
Adygeysk,40,Good,1,Good,40,Good,3,Good,39,Good
Aginskoye,111,Unhealthy for Sensitive Groups,5,Good,40,Good,0,Good,111,Unhealthy for Sensitive Groups
Ahraura,177,Unhealthy,4,Good,61,Moderate,8,Good,177,Unhealthy
Aki,50,Good,1,Good,43,Good,1,Good,50,Good
Alcobendas,43,Good,0,Good,43,Good,0,Good,10,Good
Aliso Viejo,53,Moderate,2,Good,30,Good,7,Good,53,Moderate
Allanridge,95,Moderate,2,Good,21,Good,5,Good,95,Moderate
Almonte,41,Good,1,Good,41,Good,0,Good,21,Good
Antequera,42,Good,1,Good,42,Good,0,Good,14,Good
Anzin,54,Moderate,1,Good,41,Good,1,Good,54,Moderate
Asheville,47,Good,1,Good,47,Good,0,Good,7,Good
Ayios Nikolaos,55,Moderate,1,Good,55,Moderate,0,Good,32,Good
Bah,176,Unhealthy,5,Good,41,Good,10,Good,176,Unhealthy
Bakel,168,Unhealthy,1,Good,38,Good,0,Good,168,Unhealthy
Baloda Bazar,154,Unhealthy,2,Good,38,Good,4,Good,154,Unhealthy
Bang Racham,80,Moderate,2,Good,17,Good,4,Good,80,Moderate
Baracoa,81,Moderate,1,Good,40,Good,0,Good,81,Moderate
Barinas,58,Moderate,1,Good,17,Good,0,Good,58,Moderate
Barnala,162,Unhealthy,4,Good,43,Good,12,Good,162,Unhealthy
Batangas,72,Moderate,2,Good,25,Good,7,Good,72,Moderate
Baymak,87,Moderate,1,Good,36,Good,0,Good,87,Moderate
Berwyn,61,Moderate,1,Good,29,Good,6,Good,61,Moderate
Bozoum,57,Moderate,1,Good,15,Good,0,Good,57,Moderate
Bozuyuk,50,Good,1,Good,45,Good,0,Good,50,Good
Braintree,45,Good,1,Good,41,Good,1,Good,45,Good
Brandenburg,43,Good,1,Good,43,Good,0,Good,27,Good
Bredy,110,Unhealthy for Sensitive Groups,1,Good,37,Good,0,Good,110,Unhealthy for Sensitive Groups
Brezno,63,Moderate,1,Good,45,Good,0,Good,63,Moderate
Brussels,53,Moderate,1,Good,37,Good,2,Good,53,Moderate
Budaun,156,Unhealthy,4,Good,31,Good,15,Good,156,Unhealthy
Bulnes,164,Unhealthy,4,Good,7,Good,8,Good,164,Unhealthy
Burdur,50,Good,1,Good,45,Good,0,Good,50,Good
Butwal,146,Unhealthy for Sensitive Groups,4,Good,20,Good,5,Good,146,Unhealthy for Sensitive Groups
Cangzhou,123,Unhealthy for Sensitive Groups,4,Good,91,Moderate,13,Good,123,Unhealthy for Sensitive Groups
Caracas,66,Moderate,1,Good,39,Good,2,Good,66,Moderate
Cardedeu,55,Moderate,1,Good,55,Moderate,1,Good,50,Good
Celaya,54,Moderate,1,Good,31,Good,1,Good,54,Moderate
Centreville,49,Good,1,Good,49,Good,0,Good,36,Good
Chai Nat,62,Moderate,1,Good,16,Good,2,Good,62,Moderate
Chapaevsk,42,Good,1,Good,42,Good,1,Good,22,Good
Charallave,48,Good,1,Good,29,Good,0,Good,48,Good
Chichester,37,Good,1,Good,24,Good,4,Good,37,Good
Ciudad Bolivar,27,Good,1,Good,19,Good,0,Good,27,Good
Cleethorpes,46,Good,1,Good,37,Good,1,Good,46,Good
Cleveland,55,Moderate,1,Good,37,Good,3,Good,55,Moderate
Abohar,162,Unhealthy,2,Good,125,Unhealthy for Sensitive Groups,0,Good,162,Unhealthy
Adeje,41,Good,0,Good,41,Good,0,Good,12,Good
Affton,52,Moderate,1,Good,41,Good,4,Good,52,Moderate
Ahvaz,147,Unhealthy for Sensitive Groups,2,Good,107,Unhealthy for Sensitive Groups,1,Good,147,Unhealthy for Sensitive Groups
Ak Dovurak,39,Good,1,Good,39,Good,0,Good,30,Good
Alajuela,60,Moderate,2,Good,1,Good,13,Good,60,Moderate
Aliganj,187,Unhealthy,3,Good,164,Unhealthy,2,Good,187,Unhealthy
Khargone,153,Unhealthy,2,Good,31,Good,3,Good,153,Unhealthy
Khipro,161,Unhealthy,1,Good,30,Good,2,Good,161,Unhealthy
Khirkiya,192,Unhealthy,1,Good,37,Good,2,Good,192,Unhealthy
Kilkenny,53,Moderate,1,Good,40,Good,0,Good,53,Moderate
Kireyevsk,39,Good,1,Good,39,Good,0,Good,22,Good
Kirkland,56,Moderate,1,Good,24,Good,9,Good,56,Moderate
Klagenfurt,61,Moderate,1,Good,43,Good,0,Good,61,Moderate
Kongoussi,80,Moderate,1,Good,37,Good,0,Good,80,Moderate
Kontagora,69,Moderate,2,Good,38,Good,0,Good,69,Moderate
Kostyantynivka,49,Good,1,Good,37,Good,4,Good,49,Good
Kota Kinabalu,47,Good,2,Good,14,Good,3,Good,47,Good
Kotli Loharan,169,Unhealthy,5,Good,31,Good,12,Good,169,Unhealthy
Krasnyy Sulin,46,Good,1,Good,46,Good,0,Good,25,Good
Krefeld,52,Moderate,1,Good,40,Good,1,Good,52,Moderate
Kuki,82,Moderate,1,Good,25,Good,18,Good,82,Moderate
Kurduvadi,157,Unhealthy,2,Good,29,Good,4,Good,157,Unhealthy
Kuybyshevo,136,Unhealthy for Sensitive Groups,1,Good,35,Good,8,Good,136,Unhealthy for Sensitive Groups
Kyabe,60,Moderate,1,Good,11,Good,0,Good,60,Moderate
Kyaikto,22,Good,1,Good,22,Good,0,Good,22,Good
Landerneau,37,Good,1,Good,37,Good,2,Good,37,Good
Lauffen,65,Moderate,1,Good,57,Moderate,0,Good,65,Moderate
Layton,48,Good,1,Good,35,Good,3,Good,48,Good
Le Raincy,69,Moderate,1,Good,45,Good,1,Good,69,Moderate
Leiden,38,Good,1,Good,38,Good,1,Good,32,Good
Lichfield,35,Good,1,Good,31,Good,1,Good,35,Good
Litomysl,71,Moderate,1,Good,41,Good,0,Good,71,Moderate
Little Rock,68,Moderate,2,Good,42,Good,5,Good,68,Moderate
Loxstedt,39,Good,0,Good,39,Good,0,Good,27,Good
Lubben,45,Good,1,Good,45,Good,0,Good,31,Good
Lucera,59,Moderate,1,Good,59,Moderate,0,Good,53,Moderate
Mariano Comense,97,Moderate,1,Good,58,Moderate,0,Good,97,Moderate
Masoko,27,Good,0,Good,19,Good,0,Good,27,Good
Mbeya,21,Good,0,Good,21,Good,0,Good,16,Good
Meinerzhagen,54,Moderate,1,Good,45,Good,0,Good,54,Moderate
Mendez,81,Moderate,2,Good,23,Good,6,Good,81,Moderate
Misato,79,Moderate,1,Good,26,Good,18,Good,79,Moderate
Misilmeri,59,Moderate,1,Good,51,Moderate,0,Good,59,Moderate
Mlimba,21,Good,0,Good,19,Good,0,Good,21,Good
Modasa,153,Unhealthy,2,Good,29,Good,5,Good,153,Unhealthy
Montefiascone,78,Moderate,1,Good,78,Moderate,0,Good,30,Good
Montelupo Fiorentino,76,Moderate,1,Good,76,Moderate,0,Good,41,Good
Mosonmagyarovar,69,Moderate,1,Good,69,Moderate,0,Good,61,Moderate
Mudkhed,174,Unhealthy,1,Good,45,Good,1,Good,174,Unhealthy
Mus,61,Moderate,1,Good,41,Good,0,Good,61,Moderate
Mutum,27,Good,0,Good,21,Good,0,Good,27,Good
Nacozari,65,Moderate,1,Good,28,Good,0,Good,65,Moderate
Nador,43,Good,1,Good,43,Good,0,Good,36,Good
Nagod,165,Unhealthy,3,Good,103,Unhealthy for Sensitive Groups,2,Good,165,Unhealthy
Nam Phong,86,Moderate,2,Good,21,Good,4,Good,86,Moderate
Nandigama,162,Unhealthy,3,Good,38,Good,7,Good,162,Unhealthy
Naperville,53,Moderate,1,Good,37,Good,3,Good,53,Moderate
Natitingou,51,Moderate,1,Good,27,Good,0,Good,51,Moderate
Nave,82,Moderate,1,Good,48,Good,0,Good,82,Moderate
Nawalapitiya,106,Unhealthy for Sensitive Groups,2,Good,13,Good,5,Good,106,Unhealthy for Sensitive Groups
Neede,38,Good,1,Good,38,Good,0,Good,35,Good
Nenjiang,90,Moderate,3,Good,40,Good,1,Good,90,Moderate
Nileshwar,61,Moderate,1,Good,21,Good,2,Good,61,Moderate
Ninghai,66,Moderate,2,Good,66,Moderate,3,Good,51,Moderate
Nkoteng,44,Good,1,Good,18,Good,0,Good,44,Good
Northfield,60,Moderate,1,Good,35,Good,2,Good,60,Moderate
Nowy Tomysl,42,Good,1,Good,42,Good,0,Good,27,Good
Nsawam,28,Good,1,Good,22,Good,0,Good,28,Good
Nyakahanga,46,Good,1,Good,22,Good,0,Good,46,Good
Nytva,42,Good,1,Good,42,Good,0,Good,37,Good
Oaxaca,60,Moderate,1,Good,17,Good,2,Good,60,Moderate
Obama,77,Moderate,2,Good,21,Good,11,Good,77,Moderate
Oissel,58,Moderate,1,Good,43,Good,1,Good,58,Moderate
Owando,60,Moderate,2,Good,25,Good,0,Good,60,Moderate
Palang,88,Moderate,2,Good,21,Good,7,Good,88,Moderate
Palayan,106,Unhealthy for Sensitive Groups,2,Good,18,Good,5,Good,106,Unhealthy for Sensitive Groups
Paliyad,119,Unhealthy for Sensitive Groups,1,Good,26,Good,6,Good,119,Unhealthy for Sensitive Groups
Pattani,96,Moderate,1,Good,29,Good,1,Good,96,Moderate
Pederneiras,58,Moderate,1,Good,26,Good,0,Good,58,Moderate
Phalia,170,Unhealthy,5,Good,36,Good,12,Good,170,Unhealthy
Macon,74,Moderate,1,Good,74,Moderate,4,Good,40,Good
Makamba,39,Good,1,Good,27,Good,0,Good,39,Good
Kings Park,57,Moderate,1,Good,47,Good,4,Good,57,Moderate
Kisujszallas,56,Moderate,1,Good,48,Good,0,Good,56,Moderate
Kitangari,21,Good,0,Good,21,Good,0,Good,18,Good
Koga,52,Moderate,1,Good,52,Moderate,2,Good,47,Good
Komatsushima,53,Moderate,1,Good,28,Good,7,Good,53,Moderate
Kotka,35,Good,1,Good,35,Good,0,Good,5,Good
Krasnokamensk,78,Moderate,2,Good,37,Good,0,Good,78,Moderate
Krasnokumskoye,43,Good,1,Good,43,Good,1,Good,31,Good
Kumhari,160,Unhealthy,3,Good,39,Good,5,Good,160,Unhealthy
La Oroya,11,Good,0,Good,11,Good,0,Good,6,Good
La Solana,43,Good,0,Good,43,Good,0,Good,10,Good
Leinfelden Echterdingen,64,Moderate,1,Good,56,Moderate,0,Good,64,Moderate
Leninogorsk,43,Good,1,Good,43,Good,0,Good,14,Good
Lenoir,38,Good,1,Good,38,Good,2,Good,17,Good
Leopoldsburg,51,Moderate,1,Good,38,Good,1,Good,51,Moderate
Liangxiang,160,Unhealthy,5,Good,24,Good,30,Good,160,Unhealthy
Libertyville,60,Moderate,1,Good,25,Good,5,Good,60,Moderate
Luanshya,36,Good,1,Good,25,Good,0,Good,36,Good
Lubbock,54,Moderate,1,Good,27,Good,2,Good,54,Moderate
Lumberton,47,Good,1,Good,47,Good,1,Good,32,Good
Luneburg,43,Good,1,Good,43,Good,0,Good,25,Good
Macedonia,53,Moderate,1,Good,39,Good,2,Good,53,Moderate
Sirari,67,Moderate,1,Good,17,Good,0,Good,67,Moderate
Sirsilla,176,Unhealthy,2,Good,37,Good,8,Good,176,Unhealthy
Sivagiri,65,Moderate,1,Good,24,Good,3,Good,65,Moderate
Rosbach,54,Moderate,1,Good,45,Good,0,Good,54,Moderate
Rosenheim,67,Moderate,1,Good,64,Moderate,0,Good,67,Moderate
Rossosh,43,Good,1,Good,40,Good,0,Good,43,Good
Rutigliano,59,Moderate,1,Good,54,Moderate,0,Good,59,Moderate
Saalfelden,60,Moderate,1,Good,48,Good,0,Good,60,Moderate
Saint Avold,68,Moderate,1,Good,54,Moderate,0,Good,68,Moderate
Sainte Genevieve Des Bois,73,Moderate,1,Good,43,Good,2,Good,73,Moderate
San Juan Del Rio,48,Good,1,Good,29,Good,1,Good,48,Good
Sancoale,57,Moderate,1,Good,19,Good,2,Good,57,Moderate
Santa Cruz Do Rio Pardo,53,Moderate,1,Good,24,Good,0,Good,53,Moderate
Santona,42,Good,1,Good,42,Good,0,Good,19,Good
Sao Domingos Do Maranhao,21,Good,0,Good,18,Good,0,Good,21,Good
Sao Joao Evangelista,22,Good,0,Good,22,Good,0,Good,20,Good
Sao Marcos,22,Good,1,Good,16,Good,0,Good,22,Good
Ranibennur,52,Moderate,1,Good,16,Good,3,Good,52,Moderate
Rio Tercero,25,Good,1,Good,25,Good,0,Good,24,Good
Riobamba,20,Good,0,Good,7,Good,0,Good,20,Good
Robertsport,21,Good,1,Good,21,Good,0,Good,18,Good
Piazza Armerina,48,Good,1,Good,48,Good,0,Good,40,Good
Pirai,58,Moderate,1,Good,25,Good,1,Good,58,Moderate
Plouzane,35,Good,1,Good,34,Good,3,Good,35,Good
Port Hope,44,Good,1,Good,24,Good,1,Good,44,Good
Port Said,80,Moderate,1,Good,80,Moderate,1,Good,50,Good
Porto Torres,48,Good,1,Good,48,Good,0,Good,27,Good
Purwokerto,178,Unhealthy,9,Good,14,Good,22,Good,178,Unhealthy
Puteaux,69,Moderate,1,Good,45,Good,2,Good,69,Moderate
Qadian,162,Unhealthy,4,Good,41,Good,9,Good,162,Unhealthy
Ramganj Mandi,185,Unhealthy,2,Good,38,Good,4,Good,185,Unhealthy
